Country,Province,County,Continent,Population,StatsName
US,Illinois,Will,North America,690743,"Will, Illinois, US"
US,Utah,Weber,North America,260213,"Weber, Utah, US"
Mexico,Tamaulipas,,North America,3650602,"Tamaulipas, Mexico"
US,Kansas,Osborne,North America,3421,"Osborne, Kansas, US"
US,Indiana,Fountain,North America,16346,"Fountain, Indiana, US"
US,Tennessee,Out-of-state,North America,0,"Unassigned, Tennessee, US"
US,Alabama,Barbour,North America,24686,"Barbour, Alabama, US"
US,Colorado,Douglas,North America,351154,"Douglas, Colorado, US"
US,Arkansas,Mississippi,North America,40651,"Mississippi, Arkansas, US"
US,Georgia,Forsyth,North America,244252,"Forsyth, Georgia, US"
US,Florida,Suwannee,North America,44417,"Suwannee, Florida, US"
US,Alabama,Escambia,North America,36633,"Escambia, Alabama, US"
US,Arkansas,Miller,North America,43257,"Miller, Arkansas, US"
US,Florida,Okeechobee,North America,42168,"Okeechobee, Florida, US"
Palau,Main territory,,Oceania,18008,Palau
US,Arkansas,Woodruff,North America,6320,"Woodruff, Arkansas, US"
Mexico,Baja California,,North America,3634868,"Baja California, Mexico"
US,Florida,Bradford,North America,28201,"Bradford, Florida, US"
Estonia,,,Europe,1326539,Estonia
Mexico,Aguascalientes,,North America,1434635,"Aguascalientes, Mexico"
US,Florida,Bay,North America,174705,"Bay, Florida, US"
US,Alaska,Juneau,North America,31974,"Juneau, Alaska, US"
UK,Montserrat,,North America,4999,"Montserrat, United Kingdom"
Nigeria,Main territory,,Africa,206139587,Nigeria
US,Alaska,Yakutat,North America,2727,"Yakutat plus Hoonah-Angoon, Alaska, US"
US,Arkansas,Clay,North America,14551,"Clay, Arkansas, US"
Belgium,Namur,,Europe,494325,"Namur, Belgium"
US,Illinois,Whiteside,North America,55175,"Whiteside, Illinois, US"
US,Utah,Wayne,North America,2711,"Wayne, Utah, US"
Mexico,Tabasco,,North America,2572287,"Tabasco, Mexico"
US,Kansas,Osage,North America,15949,"Osage, Kansas, US"
US,Indiana,Floyd,North America,78522,"Floyd, Indiana, US"
US,Massachusetts,Brockton,North America,521202,"Plymouth, Massachusetts, US"
US,Alabama,Baldwin,North America,223234,"Baldwin, Alabama, US"
US,Colorado,Dolores,North America,2055,"Dolores, Colorado, US"
US,Florida,Desoto,North America,38001,"DeSoto, Florida, US"
US,Georgia,Floyd,North America,98498,"Floyd, Georgia, US"
US,Colorado,Denver,North America,727211,"Denver, Colorado, US"
US,Florida,Sumter,North America,132420,"Sumter, Florida, US"
US,Alabama,Elmore,North America,81209,"Elmore, Alabama, US"
US,Arkansas,Marion,North America,16694,"Marion, Arkansas, US"
US,Florida,Okaloosa,North America,210738,"Okaloosa, Florida, US"
US,Alabama,DeKalb,North America,71513,"DeKalb, Alabama, US"
US,California,San Benito,North America,62808,"San Benito, California, US"
US,Florida,Nassau,North America,88625,"Nassau, Florida, US"
US,Arkansas,White,North America,78753,"White, Arkansas, US"
US,California,Sacramento,North America,1552058,"Sacramento, California, US"
Estonia,Main territory,,Europe,1326539,Estonia
South Africa,,,Africa,59308690,South Africa
US,Florida,Baker,North America,29210,"Baker, Florida, US"
US,Alaska,Haines,North America,2530,"Haines, Alaska, US"
UK,Isle of Man,,Europe,85032,"Isle of Man, United Kingdom"
Turkey,,,Europe,84339067,Turkey
US,Alaska,Wrangell,North America,2502,"Wrangell, Alaska, US"
US,Arkansas,Clark,North America,22320,"Clark, Arkansas, US"
Turkey,Main territory,,Europe,84339067,Turkey
Belgium,Luxembourg,,Europe,284638,"Luxembourg, Belgium"
US,Illinois,White,North America,13537,"White, Illinois, US"
US,Utah,Washington,North America,177556,"Washington, Utah, US"
Mexico,Sonora,,North America,3074745,"Sonora, Mexico"
Belgium,Limburg,,Europe,874048,"Limburg, Belgium"
US,Indiana,Fayette,North America,23102,"Fayette, Indiana, US"
US,Alabama,Winston,North America,23629,"Winston, Alabama, US"
US,Alabama,Autauga,North America,55869,"Autauga, Alabama, US"
US,Washington,Walla Walla County,North America,60760,"Walla Walla, Washington, US"
US,Alabama,Wilcox,North America,10373,"Wilcox, Alabama, US"
US,Colorado,Delta,North America,31162,"Delta, Colorado, US"
US,Florida,St. Lucie,North America,328297,"St. Lucie, Florida, US"
US,Arkansas,Madison,North America,16576,"Madison, Arkansas, US"
US,Colorado,Custer,North America,5068,"Custer, Colorado, US"
Sweden,Gavleborg,,Europe,287382,"Gavleborg, Sweden"
US,Florida,Monroe,North America,74228,"Monroe, Florida, US"
US,Arkansas,Washington,North America,239187,"Washington, Arkansas, US"
US,California,Riverside,North America,2470546,"Riverside, California, US"
Brunei,,,Asia,437483,Brunei
South Africa,Main territory,,Africa,59308690,South Africa
US,Florida,Alachua,North America,269043,"Alachua, Florida, US"
US,Alaska,Fairbanks North Star,North America,96849,"Fairbanks North Star, Alaska, US"
US,Alaska,Valdez-Cordova,North America,9202,"Valdez-Cordova, Alaska, US"
US,Arkansas,Chicot,North America,10118,"Chicot, Arkansas, US"
US,Alaska,Dillingham,North America,4916,"Dillingham, Alaska, US"
US,Alaska,Unassigned,North America,0,"Unassigned, Alaska, US"
US,Arkansas,Carroll,North America,28380,"Carroll, Arkansas, US"
US,Illinois,Wayne,North America,16215,"Wayne, Illinois, US"
US,Utah,Uintah,North America,35734,"Uintah, Utah, US"
Mexico,Sinaloa,,North America,3156674,"Sinaloa, Mexico"
Belgium,Liege,,Europe,1106992,"Liege, Belgium"
US,Georgia,Fayette,North America,114421,"Fayette, Georgia, US"
US,Kansas,Out of KS,North America,0,"Out of KS, Kansas, US"
Mexico,San Luis Potosi,,North America,2866142,"San Luis Potosi, Mexico"
US,Alabama,Washington,North America,16326,"Washington, Alabama, US"
US,Alabama,Dallas,North America,37196,"Dallas, Alabama, US"
US,Arkansas,Lonoke,North America,73309,"Lonoke, Arkansas, US"
Sweden,Dalarna,,Europe,287966,"Dalarna, Sweden"
US,Alabama,Walker,North America,63521,"Walker, Alabama, US"
US,Arkansas,Van Buren,North America,16545,"Van Buren, Arkansas, US"
US,California,Plumas,North America,18807,"Plumas, California, US"
US,Alabama,Unassigned,North America,0,"Unassigned, Alabama, US"
Brunei,Main territory,,Asia,437483,Brunei
Ethiopia,,,Africa,114963583,Ethiopia
US,California,Placer,North America,398329,"Placer, California, US"
Hungary,,,Europe,9660350,Hungary
US,Kansas,Norton,North America,5361,"Norton, Kansas, US"
US,Alaska,Denali,North America,2097,"Denali, Alaska, US"
US,Alaska,Southeast Fairbanks,North America,6893,"Southeast Fairbanks, Alaska, US"
US,Arkansas,Calhoun,North America,5189,"Calhoun, Arkansas, US"
US,Illinois,Washington,North America,13887,"Washington, Illinois, US"
US,Utah,Sevier,North America,21620,"Sevier, Utah, US"
US,Arkansas,Bradley,North America,10763,"Bradley, Arkansas, US"
US,Utah,Out of UT,North America,0,"Out of UT, Utah, US"
Belgium,Hainaut,,Europe,1344241,"Hainaut, Belgium"
US,Georgia,Fannin,North America,26188,"Fannin, Georgia, US"
US,Chicago,,North America,12671821,"Illinois, US"
Mexico,Quintana Roo,,North America,1723259,"Quintana Roo, Mexico"
US,Florida,Miami-Dade,North America,2716940,"Miami-Dade, Florida, US"
US,Alabama,Dale,North America,49172,"Dale, Alabama, US"
US,Arkansas,Logan,North America,21466,"Logan, Arkansas, US"
Sweden,Blekinge,,Europe,159606,"Blekinge, Sweden"
US,Arkansas,Union,North America,38682,"Union, Arkansas, US"
US,District of Columbia,,North America,705749,"District of Columbia, US"
US,Alabama,Tuscaloosa,North America,209355,"Tuscaloosa, Alabama, US"
Central African Republic,,,Africa,4829764,Central African Republic
Ethiopia,Main territory,,Africa,114963583,Ethiopia
US,Alabama,Tallapoosa,North America,40367,"Tallapoosa, Alabama, US"
US,Kansas,Ness,North America,2750,"Ness, Kansas, US"
Central African Republic,Main territory,,Africa,4829764,Central African Republic
US,Illinois,Warren,North America,16844,"Warren, Illinois, US"
US,Utah,Sanpete,North America,30939,"Sanpete, Utah, US"
US,Arkansas,Boone,North America,37432,"Boone, Arkansas, US"
US,Wyoming,unassigned,North America,0,"Unassigned, Wyoming, US"
Belgium,Flemish Brabant,,Europe,1146175,"Flemish Brabant, Belgium"
US,Georgia,Evans,North America,10654,"Evans, Georgia, US"
US,Arizona,Tempe,North America,7278717,"Arizona, US"
Mexico,Queretaro,,North America,2279637,"Queretaro, Mexico"
US,Alabama,Cullman,North America,83768,"Cullman, Alabama, US"
US,Washington,Seattle,North America,7614893,"Washington, US"
Mexico,Puebla,,North America,6604451,"Puebla, Mexico"
US,Alabama,Crenshaw,North America,13772,"Crenshaw, Alabama, US"
US,District of Columbia,District of Columbia,North America,705749,"District of Columbia, District of Columbia, US"
US,California,Orange,North America,3175692,"Orange, California, US"
US,Alaska,Skagway,North America,1183,"Skagway, Alaska, US"
Maldives,,,Asia,540542,Maldives
US,Delaware,,North America,973764,"Delaware, US"
US,Kansas,Neosho,North America,16007,"Neosho, Kansas, US"
Yemen,,,Asia,29825968,Yemen
Maldives,Main territory,,Asia,540542,Maldives
US,Utah,Rich,North America,2483,"Rich, Utah, US"
US,Kansas,Nemaha,North America,10231,"Nemaha, Kansas, US"
South Korea,,,Asia,51269183,"Korea, South"
US,Utah,Washington County,North America,177556,"Washington, Utah, US"
Belgium,East Flanders,,Europe,1515064,"East Flanders, Belgium"
South Korea,Main territory,,Asia,51269183,"Korea, South"
US,Arkansas,Little River,North America,12259,"Little River, Arkansas, US"
Belgium,Brussels,,Europe,1208542,"Brussels, Belgium"
Sweden,Main territory,,Europe,10099270,Sweden
US,Arkansas,Unassigned,North America,0,"Unassigned, Arkansas, US"
US,Texas,San Antonio,North America,28995881,"Texas, US"
Mexico,Oaxaca,,North America,4143593,"Oaxaca, Mexico"
US,Alabama,Covington,North America,37049,"Covington, Alabama, US"
US,Alabama,Talladega,North America,79978,"Talladega, Alabama, US"
US,California,Nevada,North America,99755,"Nevada, California, US"
US,Illinois,Wabash,North America,11520,"Wabash, Illinois, US"
US,Delaware,Unassigned,North America,0,"Unassigned, Delaware, US"
US,Arkansas,Benton,North America,279141,"Benton, Arkansas, US"
Yemen,Main territory,,Asia,29825968,Yemen
US,Utah,Piute,North America,1479,"Piute, Utah, US"
US,Utah,unassigned,North America,0,"Unassigned, Utah, US"
Syria,,,Asia,17500657,Syria
US,Arkansas,Lincoln,North America,13024,"Lincoln, Arkansas, US"
Belgium,Antwerp,,Europe,1857986,"Antwerp, Belgium"
US,Arkansas,Stone,North America,12506,"Stone, Arkansas, US"
US,Wisconsin,Madison,North America,5822434,"Wisconsin, US"
Mexico,Nuevo Leon,,North America,5610153,"Nuevo Leon, Mexico"
US,Alabama,Coosa,North America,10663,"Coosa, Alabama, US"
US,Alabama,Sumter,North America,12427,"Sumter, Alabama, US"
US,California,Napa,North America,137744,"Napa, California, US"
US,Illinois,Vermilion,North America,75758,"Vermilion, Illinois, US"
US,Alabama,St. Clair,North America,89512,"St. Clair, Alabama, US"
US,California,Monterey,North America,434061,"Monterey, California, US"
Togo,,,Africa,8278737,Togo
US,Alabama,Shelby,North America,217702,"Shelby, Alabama, US"
US,Utah,Morgan,North America,12124,"Morgan, Utah, US"
Togo,Main territory,,Africa,8278737,Togo
Syria,Main territory,,Asia,17500657,Syria
US,Arkansas,Lee,North America,8857,"Lee, Arkansas, US"
Belgium,Main territory,,Europe,11589616,Belgium
Marshall Islands,,,Oceania,58413,Marshall Islands
US,Arkansas,Lawrence,North America,16406,"Lawrence, Arkansas, US"
Moldova,,,Europe,4033963,Moldova
US,Alabama,Conecuh,North America,12067,"Conecuh, Alabama, US"
US,Delaware,Sussex,North America,234225,"Sussex, Delaware, US"
US,Arkansas,Baxter,North America,41932,"Baxter, Arkansas, US"
US,Alabama,Colbert,North America,55241,"Colbert, Alabama, US"
US,Delaware,New Castle,North America,558753,"New Castle, Delaware, US"
US,Alabama,Russell,North America,57961,"Russell, Alabama, US"
US,Alabama,Coffee,North America,52342,"Coffee, Alabama, US"
US,Utah,Millard,North America,13188,"Millard, Utah, US"
Sao Tome and Principe,,,Africa,219161,Sao Tome and Principe
US,Alabama,Cleburne,North America,14910,"Cleburne, Alabama, US"
US,Massachusetts,Boston,North America,6892503,"Massachusetts, US"
Mexico,Nayarit,,North America,1288571,"Nayarit, Mexico"
US,Arkansas,Lafayette,North America,6624,"Lafayette, Arkansas, US"
US,Alabama,Clay,North America,13235,"Clay, Alabama, US"
Mexico,Morelos,,North America,2044058,"Morelos, Mexico"
US,Alabama,Randolph,North America,22722,"Randolph, Alabama, US"
US,Arkansas,St. Francis,North America,24994,"St. Francis, Arkansas, US"
US,Alabama,Clarke,North America,23622,"Clarke, Alabama, US"
US,Alabama,Pike,North America,33114,"Pike, Alabama, US"
US,Utah,Southwest,North America,252042,"Southwest Utah, Utah, US"
US,Illinois,Chicago,North America,12671821,"Illinois, US"
US,Arkansas,Ashley,North America,19657,"Ashley, Arkansas, US"
US,Arkansas,Johnson,North America,26578,"Johnson, Arkansas, US"
US,Utah,Kane,North America,7886,"Kane, Utah, US"
Mexico,Michoacan,,North America,4825401,"Michoacan, Mexico"
US,Arkansas,Arkansas,North America,17486,"Arkansas, Arkansas, US"
US,Arkansas,Sharp,North America,17442,"Sharp, Arkansas, US"
US,Utah,Juab,North America,12017,"Juab, Utah, US"
Niger,,,Africa,24206636,Niger
US,Oregon,Portland,North America,4217737,"Oregon, US"
US,Arkansas,Sevier,North America,17007,"Sevier, Arkansas, US"
US,Arkansas,Jefferson,North America,66824,"Jefferson, Arkansas, US"
US,Texas,Lackland,North America,28995881,"Texas, US"
Mexico,Main territory,,North America,17427790,"Mexico, Mexico"
US,Arizona,,North America,7278717,"Arizona, US"
Sao Tome and Principe,Main territory,,Africa,219161,Sao Tome and Principe
US,Utah,Iron,North America,54839,"Iron, Utah, US"
Mexico,Jalisco,,North America,8409693,"Jalisco, Mexico"
Vanuatu,,,Oceania,292680,Vanuatu
US,Utah,Grand,North America,9754,"Grand, Utah, US"
US,California,Travis,North America,39512223,"California, US"
Mexico,Hidalgo,,North America,3086414,"Hidalgo, Mexico"
US,Utah,Garfield,North America,5051,"Garfield, Utah, US"
US,Nebraska,Ashland,North America,1934408,"Nebraska, US"
US,Arkansas,Jackson,North America,16719,"Jackson, Arkansas, US"
US,Utah,Emery,North America,10012,"Emery, Utah, US"
US,New York,New York City,North America,19453561,"New York, US"
Vanuatu,Main territory,,Oceania,292680,Vanuatu
US,Arizona,Yuma,North America,213787,"Yuma, Arizona, US"
US,Utah,Duchesne,North America,19938,"Duchesne, Utah, US"
Sweden,,,Europe,10099270,Sweden
US,Alabama,Pickens,North America,19930,"Pickens, Alabama, US"
US,Arizona,Yavapai,North America,235099,"Yavapai, Arizona, US"
Sweden,Vastra Gotaland,,Europe,1725881,"Vastra Gotaland, Sweden"
US,California,Berkeley,North America,39512223,"California, US"
US,Arizona,Unassigned,North America,0,"Unassigned, Arizona, US"
Mexico,Guerrero,,North America,3657048,"Guerrero, Mexico"
US,Washington,Unassigned Location,North America,7614893,"Washington, US"
US,Arizona,Santa Cruz,North America,46498,"Santa Cruz, Arizona, US"
Mexico,Guanajuato,,North America,6228175,"Guanajuato, Mexico"
US,Massachusetts,Norwell,North America,6892503,"Massachusetts, US"
US,Arizona,Pinal,North America,462789,"Pinal, Arizona, US"
Mexico,Durango,,North America,1868996,"Durango, Mexico"
US,Utah,Daggett,North America,950,"Daggett, Utah, US"
US,Arizona,Pima,North America,1047279,"Pima, Arizona, US"
US,Alabama,Perry,North America,8923,"Perry, Alabama, US"
Mexico,Colima,,North America,785153,"Colima, Mexico"
US,Arizona,Out of AZ,North America,0,"Out of AZ, Arizona, US"
US,Alabama,Out of AL,North America,0,"Out of AL, Alabama, US"
Mexico,Coahuila,,North America,3218720,"Coahuila, Mexico"
US,Arkansas,Sebastian,North America,127827,"Sebastian, Arkansas, US"
US,Alabama,Morgan,North America,119679,"Morgan, Alabama, US"
Mexico,Ciudad de Mexico,,North America,9018645,"Ciudad de Mexico, Mexico"
US,Utah,Carbon,North America,20463,"Carbon, Utah, US"
US,Arkansas,Izard,North America,13629,"Izard, Arkansas, US"
US,Massachusetts,Unknown Location,North America,6892503,"Massachusetts, US"
US,Utah,Beaver,North America,6710,"Beaver, Utah, US"
Sweden,Vastmanland,,Europe,275845,"Vastmanland, Sweden"
US,Arkansas,Independence,North America,37825,"Independence, Arkansas, US"
US,New Mexico,Doña Ana,North America,218195,"Dona Ana, New Mexico, US"
Sweden,Vasternorrland,,Europe,245347,"Vasternorrland, Sweden"
US,Arizona,Navajo,North America,110924,"Navajo, Arizona, US"
US,Arkansas,Howard,North America,13202,"Howard, Arkansas, US"
Sweden,Vasterbotten,,Europe,271736,"Vasterbotten, Sweden"
US,Louisiana,Jefferson Parish,North America,4648794,"Louisiana, US"
US,Arkansas,Hot Spring,North America,33771,"Hot Spring, Arkansas, US"
Sweden,Varmland,,Europe,282414,"Varmland, Sweden"
US,District of Columbia,Washington,North America,705749,"District of Columbia, US"
US,Massachusetts,Nantucket,North America,11399,"Nantucket, Massachusetts, US"
US,Alabama,Montgomery,North America,226486,"Montgomery, Alabama, US"
Mexico,Chihuahua,,North America,3801487,"Chihuahua, Mexico"
US,Massachusetts,Dukes,North America,17332,"Dukes, Massachusetts, US"
US,Arkansas,Searcy,North America,7881,"Searcy, Arkansas, US"
US,Arkansas,Hempstead,North America,21532,"Hempstead, Arkansas, US"
Sweden,Uppsala,,Europe,383713,"Uppsala, Sweden"
US,Arkansas,Scott,North America,10281,"Scott, Arkansas, US"
US,Arkansas,Greene,North America,45325,"Greene, Arkansas, US"
US,Hawaii,Kalawao,North America,86,"Kalawao, Hawaii, US"
Sweden,Stockholm,,Europe,2377081,"Stockholm, Sweden"
US,Alabama,Monroe,North America,20733,"Monroe, Alabama, US"
US,Vermont,Unassigned Location,North America,623989,"Vermont, US"
US,Arkansas,Saline,North America,122437,"Saline, Arkansas, US"
US,Arkansas,Grant,North America,18265,"Grant, Arkansas, US"
US,Alabama,Mobile,North America,413210,"Mobile, Alabama, US"
Sweden,Sormland,,Europe,297540,"Sormland, Sweden"
US,Alaska,Lake and Peninsula,North America,836,"Bristol Bay plus Lake Peninsula, Alaska, US"
